TransactionID,Items
16714,"Household_Toilet Paper,Dairy_Milk,Snacks_Cookies,Household_Mop,Beverages_Tea"
16715,"Bakery_Croissant,Dairy_Milk,Fruits_Mango,Dairy_Cream,Bakery_Donut,Household_Mop"
16716,"Household_Toilet Paper,Fruits_Mango,Snacks_Chocolate,Dairy_Butter,Bakery_Croissant,Bakery_Bun"
16717,"Household_Mop,Fruits_Orange,Dairy_Butter,Beverages_Water,Personal Care_Soap,Dairy_Cheese"
16718,"Dairy_Butter,Bakery_Bread,Dairy_Cheese,Snacks_Biscuits,Bakery_Bun"
16719,"Household_Detergent,Beverages_Coffee,Household_Toilet Paper,Fruits_Grapes,Beverages_Juice"
16720,"Fruits_Apple,Beverages_Soda"
16721,"Fruits_Apple,Bakery_Bun,Dairy_Cream,Snacks_Biscuits"
16722,"Household_Mop,Household_Towel"
16723,"Personal Care_Shampoo,Personal Care_Toothpaste,Fruits_Grapes,Dairy_Yogurt,Snacks_Chocolate"
16724,"Household_Towel,Dairy_Butter,Beverages_Water,Household_Mop,Fruits_Orange,Fruits_Banana"
16725,"Snacks_Cookies,Beverages_Juice,Fruits_Orange,Snacks_Chocolate,Beverages_Coffee,Personal Care_Toothpaste"
16726,"Beverages_Soda,Personal Care_Soap,Dairy_Yogurt,Personal Care_Toothpaste,Fruits_Banana,Personal Care_Deodorant"
16727,"Household_Towel,Beverages_Juice,Personal Care_Toothpaste,Household_Detergent,Snacks_Chips"
16728,"Snacks_Biscuits,Snacks_Chocolate,Bakery_Bread"
16729,"Snacks_Chocolate,Personal Care_Lotion,Personal Care_Shampoo,Fruits_Banana,Bakery_Bread"
16730,"Personal Care_Shampoo,Dairy_Butter"
16731,"Dairy_Milk,Personal Care_Toothpaste,Fruits_Banana"
16732,"Fruits_Apple,Snacks_Chips,Dairy_Butter,Fruits_Grapes,Beverages_Tea"
16733,"Beverages_Soda,Bakery_Cake,Beverages_Juice,Snacks_Chocolate,Beverages_Tea,Beverages_Water"
16734,"Dairy_Butter,Personal Care_Soap"
16735,"Beverages_Coffee,Personal Care_Toothpaste"
16736,"Personal Care_Soap,Snacks_Popcorn,Snacks_Biscuits,Personal Care_Toothpaste,Household_Towel,Beverages_Soda,Personal Care_Deodorant"
16737,"Snacks_Cookies,Dairy_Milk,Fruits_Orange"
16738,"Snacks_Chips,Dairy_Cheese,Fruits_Banana,Snacks_Biscuits,Personal Care_Toothpaste"
16739,"Household_Towel,Beverages_Tea,Snacks_Chocolate,Household_Detergent,Bakery_Bun,Fruits_Grapes,Snacks_Chips"
16740,"Dairy_Butter,Bakery_Bread,Dairy_Yogurt,Household_Towel,Beverages_Coffee,Dairy_Milk"
16741,"Household_Towel,Beverages_Tea,Fruits_Banana"
16742,"Personal Care_Deodorant,Dairy_Milk,Snacks_Biscuits,Beverages_Coffee,Personal Care_Lotion,Dairy_Cheese,Beverages_Tea"
16743,"Household_Toilet Paper,Personal Care_Deodorant,Household_Mop,Household_Detergent,Household_Dish Soap"
16744,"Dairy_Cream,Bakery_Cake,Beverages_Tea,Household_Dish Soap"
16745,"Household_Mop,Beverages_Juice,Dairy_Milk"
16746,"Household_Towel,Household_Dish Soap,Snacks_Biscuits"
16747,"Snacks_Chips,Personal Care_Lotion,Beverages_Juice,Beverages_Tea"
16748,"Bakery_Croissant,Bakery_Cake,Fruits_Grapes,Bakery_Bread,Household_Detergent,Personal Care_Deodorant"
16749,"Snacks_Chocolate,Fruits_Apple,Household_Detergent,Personal Care_Toothpaste,Household_Dish Soap,Household_Toilet Paper"
16750,"Beverages_Coffee,Household_Mop,Beverages_Tea,Fruits_Grapes,Beverages_Soda,Fruits_Orange"
16751,"Dairy_Yogurt,Personal Care_Shampoo,Snacks_Popcorn,Beverages_Tea,Dairy_Butter,Personal Care_Toothpaste"
16752,"Snacks_Chocolate,Personal Care_Soap,Dairy_Cheese,Bakery_Cake,Dairy_Butter,Dairy_Milk,Household_Mop"
16753,"Snacks_Chips,Household_Toilet Paper,Snacks_Popcorn"
16754,"Household_Mop,Bakery_Donut,Fruits_Apple,Personal Care_Lotion,Dairy_Butter,Bakery_Bread"
16755,"Beverages_Soda,Fruits_Apple,Snacks_Chips,Bakery_Cake,Dairy_Milk,Fruits_Banana"
16756,"Fruits_Apple,Personal Care_Toothpaste,Personal Care_Lotion,Bakery_Cake"
16757,"Snacks_Cookies,Household_Toilet Paper,Snacks_Chips,Bakery_Cake,Snacks_Chocolate"
16758,"Personal Care_Deodorant,Beverages_Juice"
16759,"Household_Dish Soap,Personal Care_Shampoo,Snacks_Popcorn,Household_Toilet Paper,Bakery_Bun,Bakery_Cake"
16760,"Personal Care_Toothpaste,Bakery_Bread,Fruits_Apple,Beverages_Water"
16761,"Fruits_Apple,Personal Care_Shampoo,Household_Mop,Bakery_Bread,Beverages_Juice,Bakery_Croissant"
16762,"Household_Detergent,Dairy_Yogurt,Beverages_Water"
16763,"Beverages_Juice,Household_Toilet Paper,Beverages_Tea"
16764,"Beverages_Soda,Snacks_Chocolate,Fruits_Mango,Bakery_Bread,Dairy_Milk,Personal Care_Lotion,Fruits_Grapes"
16765,"Bakery_Bread,Personal Care_Shampoo,Fruits_Banana"
16766,"Snacks_Biscuits,Fruits_Apple,Bakery_Donut"
16767,"Household_Mop,Dairy_Cream,Fruits_Apple,Bakery_Bun,Snacks_Cookies,Beverages_Soda"
16768,"Dairy_Yogurt,Bakery_Bread"
16769,"Beverages_Coffee,Snacks_Chocolate,Bakery_Cake,Bakery_Bread,Beverages_Tea,Household_Dish Soap"
16770,"Personal Care_Shampoo,Dairy_Yogurt,Personal Care_Soap,Personal Care_Toothpaste,Household_Mop,Beverages_Tea"
16771,"Beverages_Soda,Household_Detergent,Household_Dish Soap,Beverages_Water,Dairy_Milk"
16772,"Dairy_Cheese,Snacks_Chocolate,Household_Dish Soap,Beverages_Water"
16773,"Snacks_Biscuits,Personal Care_Soap,Snacks_Chips,Fruits_Grapes,Bakery_Bun"
16774,"Snacks_Biscuits,Fruits_Orange,Bakery_Donut"
16775,"Household_Detergent,Fruits_Banana"
16776,"Fruits_Banana,Personal Care_Deodorant,Fruits_Mango,Personal Care_Shampoo,Personal Care_Soap,Beverages_Soda"
16777,"Dairy_Milk,Bakery_Croissant,Snacks_Popcorn,Beverages_Water,Beverages_Juice,Personal Care_Toothpaste,Beverages_Soda"
16778,"Beverages_Water,Dairy_Cream,Personal Care_Lotion,Household_Dish Soap"
16779,"Personal Care_Toothpaste,Beverages_Soda,Fruits_Orange,Fruits_Grapes"
16780,"Fruits_Orange,Personal Care_Deodorant,Dairy_Milk,Fruits_Banana,Snacks_Chips"
16781,"Personal Care_Deodorant,Snacks_Popcorn,Household_Towel,Dairy_Cream,Snacks_Chips,Dairy_Milk"
16782,"Snacks_Chocolate,Household_Detergent,Beverages_Water"
16783,"Dairy_Yogurt,Beverages_Water,Household_Dish Soap,Bakery_Bun,Snacks_Chips,Fruits_Orange"
16784,"Bakery_Croissant,Personal Care_Soap,Fruits_Banana,Beverages_Tea,Household_Toilet Paper,Snacks_Chocolate"
16785,"Dairy_Cream,Personal Care_Lotion,Snacks_Chocolate"
16786,"Household_Towel,Household_Dish Soap"
16787,"Snacks_Chocolate,Fruits_Banana"
16788,"Beverages_Juice,Dairy_Butter,Beverages_Water,Fruits_Banana,Household_Toilet Paper,Snacks_Chocolate"
16789,"Dairy_Butter,Bakery_Cake,Snacks_Biscuits"
16790,"Beverages_Water,Household_Toilet Paper,Fruits_Apple,Household_Towel,Household_Mop,Bakery_Bread"
16791,"Household_Detergent,Fruits_Apple,Beverages_Juice"
16792,"Beverages_Water,Snacks_Biscuits,Dairy_Milk,Snacks_Popcorn"
16793,"Dairy_Cream,Household_Toilet Paper"
16794,"Bakery_Donut,Snacks_Biscuits,Dairy_Yogurt,Beverages_Water,Dairy_Cheese,Snacks_Popcorn"
16795,"Snacks_Chocolate,Dairy_Cheese,Bakery_Cake,Fruits_Grapes,Household_Dish Soap,Personal Care_Deodorant"
16796,"Bakery_Croissant,Personal Care_Soap,Household_Mop,Dairy_Cheese,Beverages_Juice,Beverages_Soda,Snacks_Chips"
16797,"Snacks_Biscuits,Beverages_Tea,Fruits_Grapes,Snacks_Cookies,Household_Dish Soap,Fruits_Orange"
16798,"Dairy_Cheese,Snacks_Chocolate,Bakery_Bread,Household_Mop,Dairy_Yogurt,Bakery_Cake,Fruits_Grapes"
16799,"Household_Detergent,Dairy_Cream,Bakery_Bread,Bakery_Croissant,Personal Care_Shampoo,Bakery_Donut,Personal Care_Soap"
16800,"Snacks_Chocolate,Fruits_Banana,Household_Towel,Household_Dish Soap,Beverages_Juice,Household_Toilet Paper,Bakery_Bun"
16801,"Bakery_Donut,Fruits_Orange,Personal Care_Shampoo,Snacks_Cookies,Beverages_Coffee"
16802,"Dairy_Cream,Household_Towel,Snacks_Chocolate"
16803,"Beverages_Juice,Snacks_Chips,Household_Mop,Bakery_Bread,Beverages_Tea,Fruits_Mango,Personal Care_Toothpaste"
16804,"Fruits_Banana,Bakery_Cake,Beverages_Tea,Beverages_Water,Bakery_Bread,Dairy_Butter"
16805,"Household_Dish Soap,Dairy_Milk,Bakery_Cake,Fruits_Banana,Fruits_Orange"
16806,"Household_Toilet Paper,Snacks_Cookies,Fruits_Apple"
16807,"Fruits_Banana,Snacks_Biscuits,Fruits_Grapes,Beverages_Water,Dairy_Cream"
16808,"Personal Care_Deodorant,Snacks_Cookies,Household_Dish Soap,Personal Care_Toothpaste,Dairy_Cheese,Household_Mop"
16809,"Fruits_Banana,Beverages_Tea,Beverages_Soda,Dairy_Butter,Dairy_Cream,Household_Dish Soap"
16810,"Beverages_Juice,Household_Mop,Personal Care_Toothpaste,Household_Toilet Paper"
16811,"Dairy_Cheese,Snacks_Chocolate,Household_Toilet Paper"
16812,"Household_Detergent,Household_Mop"
16813,"Beverages_Juice,Bakery_Croissant,Snacks_Chocolate,Fruits_Banana"
16814,"Bakery_Donut,Dairy_Cream,Fruits_Apple"
16815,"Personal Care_Lotion,Dairy_Butter,Bakery_Donut,Dairy_Cream,Household_Towel,Snacks_Chocolate"
16816,"Beverages_Soda,Fruits_Banana,Snacks_Popcorn,Personal Care_Shampoo,Personal Care_Deodorant,Beverages_Coffee,Beverages_Juice"
16817,"Beverages_Soda,Beverages_Tea,Fruits_Banana,Bakery_Cake"
16818,"Household_Towel,Household_Dish Soap"
16819,"Beverages_Soda,Snacks_Popcorn,Bakery_Bun"
16820,"Beverages_Water,Beverages_Tea"
16821,"Fruits_Grapes,Snacks_Chocolate,Fruits_Apple,Snacks_Popcorn,Household_Detergent"
16822,"Household_Detergent,Bakery_Bread,Dairy_Cream,Bakery_Cake"
16823,"Beverages_Juice,Beverages_Soda,Personal Care_Deodorant,Snacks_Biscuits,Bakery_Croissant,Fruits_Orange"
16824,"Beverages_Coffee,Household_Toilet Paper,Bakery_Cake,Personal Care_Lotion,Fruits_Orange,Fruits_Grapes,Beverages_Water"
16825,"Personal Care_Shampoo,Beverages_Coffee,Dairy_Cheese,Fruits_Banana,Fruits_Grapes,Snacks_Biscuits"
16826,"Bakery_Croissant,Personal Care_Deodorant,Dairy_Milk"
16827,"Household_Mop,Fruits_Banana,Fruits_Orange"
16828,"Household_Towel,Beverages_Water,Dairy_Cream"
16829,"Fruits_Banana,Snacks_Chips,Dairy_Milk,Household_Toilet Paper,Personal Care_Deodorant,Household_Towel"
16830,"Fruits_Mango,Dairy_Milk,Household_Toilet Paper,Household_Detergent,Beverages_Coffee,Snacks_Cookies,Household_Dish Soap"
16831,"Fruits_Grapes,Snacks_Cookies,Dairy_Butter"
16832,"Beverages_Juice,Bakery_Croissant"
16833,"Personal Care_Shampoo,Bakery_Donut,Bakery_Croissant,Dairy_Cheese,Beverages_Water"
16834,"Beverages_Water,Household_Mop,Snacks_Cookies"
16835,"Household_Mop,Personal Care_Shampoo,Bakery_Croissant,Beverages_Water,Fruits_Apple,Personal Care_Lotion"
16836,"Beverages_Juice,Beverages_Coffee,Household_Dish Soap,Fruits_Banana,Dairy_Milk"
16837,"Dairy_Butter,Fruits_Apple,Bakery_Bun"
16838,"Dairy_Cheese,Personal Care_Toothpaste,Fruits_Grapes,Fruits_Mango,Snacks_Chips,Beverages_Tea,Dairy_Milk"
16839,"Household_Toilet Paper,Bakery_Bread,Dairy_Cream"
16840,"Bakery_Donut,Beverages_Coffee,Snacks_Cookies,Personal Care_Toothpaste"
16841,"Dairy_Milk,Fruits_Grapes"
16842,"Snacks_Biscuits,Fruits_Banana,Dairy_Cream,Dairy_Cheese"
16843,"Personal Care_Lotion,Fruits_Banana,Snacks_Popcorn,Beverages_Coffee,Household_Toilet Paper"
16844,"Beverages_Coffee,Bakery_Croissant,Snacks_Popcorn,Fruits_Orange"
16845,"Household_Towel,Snacks_Popcorn,Beverages_Tea"
16846,"Personal Care_Shampoo,Beverages_Coffee,Household_Toilet Paper,Fruits_Mango"
16847,"Dairy_Cream,Personal Care_Deodorant,Beverages_Soda,Snacks_Popcorn,Bakery_Donut,Household_Detergent,Bakery_Bread"
16848,"Snacks_Cookies,Fruits_Orange,Bakery_Cake,Dairy_Cream,Personal Care_Shampoo"
16849,"Dairy_Cream,Fruits_Mango,Beverages_Coffee"
16850,"Household_Toilet Paper,Beverages_Juice,Dairy_Milk,Beverages_Water,Bakery_Cake,Bakery_Donut"
16851,"Bakery_Bread,Household_Mop,Fruits_Banana,Personal Care_Lotion"
16852,"Personal Care_Soap,Fruits_Apple,Dairy_Cheese,Beverages_Soda,Dairy_Yogurt,Personal Care_Deodorant"
16853,"Snacks_Chocolate,Dairy_Yogurt,Beverages_Juice,Personal Care_Soap,Bakery_Cake"
16854,"Beverages_Coffee,Household_Dish Soap,Personal Care_Lotion,Beverages_Water,Bakery_Bun,Household_Toilet Paper,Household_Towel"
16855,"Household_Toilet Paper,Fruits_Banana,Bakery_Bread"
16856,"Beverages_Tea,Dairy_Cheese,Fruits_Apple,Dairy_Cream,Snacks_Biscuits"
16857,"Snacks_Popcorn,Fruits_Orange,Beverages_Juice,Fruits_Apple,Personal Care_Lotion,Bakery_Croissant,Dairy_Milk"
16858,"Beverages_Juice,Household_Dish Soap,Personal Care_Shampoo,Dairy_Cream,Personal Care_Toothpaste,Personal Care_Deodorant,Dairy_Yogurt"
16859,"Dairy_Milk,Snacks_Cookies,Personal Care_Shampoo"
16860,"Personal Care_Deodorant,Dairy_Cream,Dairy_Cheese"
16861,"Household_Toilet Paper,Snacks_Chips,Personal Care_Toothpaste,Personal Care_Shampoo"
16862,"Fruits_Orange,Personal Care_Shampoo,Dairy_Cheese,Household_Detergent,Fruits_Grapes,Bakery_Bread,Bakery_Bun"
16863,"Fruits_Mango,Beverages_Water,Snacks_Chocolate,Household_Toilet Paper,Dairy_Milk,Bakery_Croissant,Snacks_Biscuits"
16864,"Snacks_Chips,Dairy_Butter,Snacks_Chocolate,Bakery_Cake"
16865,"Fruits_Banana,Household_Towel,Dairy_Cheese,Fruits_Orange,Snacks_Biscuits,Snacks_Chocolate,Personal Care_Toothpaste"
16866,"Bakery_Bun,Bakery_Bread,Fruits_Banana,Dairy_Cream,Beverages_Tea"
16867,"Dairy_Yogurt,Fruits_Apple,Bakery_Croissant,Personal Care_Deodorant"
16868,"Beverages_Tea,Fruits_Apple,Fruits_Mango"
16869,"Bakery_Cake,Fruits_Orange,Household_Towel,Bakery_Bun"
16870,"Household_Detergent,Bakery_Bread,Dairy_Milk,Fruits_Apple,Snacks_Chips"
16871,"Fruits_Banana,Fruits_Orange,Fruits_Apple,Personal Care_Shampoo"
16872,"Bakery_Bun,Snacks_Chocolate,Personal Care_Toothpaste,Beverages_Coffee,Household_Detergent"
16873,"Snacks_Chips,Dairy_Yogurt,Fruits_Grapes"
16874,"Snacks_Cookies,Snacks_Popcorn,Fruits_Orange"
16875,"Bakery_Croissant,Snacks_Cookies,Personal Care_Deodorant,Beverages_Juice"
16876,"Household_Dish Soap,Dairy_Milk,Personal Care_Soap"
16877,"Household_Towel,Fruits_Banana,Snacks_Chocolate,Snacks_Cookies,Bakery_Bread,Dairy_Yogurt"
16878,"Fruits_Grapes,Bakery_Bun,Household_Mop,Personal Care_Lotion,Dairy_Cheese"
16879,"Dairy_Cream,Bakery_Bun,Dairy_Butter,Personal Care_Toothpaste"
16880,"Beverages_Water,Bakery_Croissant,Dairy_Butter,Personal Care_Deodorant,Fruits_Banana"
16881,"Personal Care_Deodorant,Fruits_Grapes"
16882,"Bakery_Bun,Beverages_Coffee,Dairy_Butter,Household_Towel"
16883,"Bakery_Bread,Household_Mop"
16884,"Fruits_Orange,Fruits_Banana,Bakery_Cake,Snacks_Cookies,Dairy_Cheese,Personal Care_Deodorant"
16885,"Fruits_Mango,Beverages_Water,Fruits_Grapes,Fruits_Orange"
16886,"Personal Care_Deodorant,Personal Care_Lotion,Fruits_Banana,Snacks_Chocolate"
16887,"Snacks_Chips,Personal Care_Soap,Dairy_Butter"
16888,"Fruits_Orange,Personal Care_Toothpaste,Household_Detergent,Personal Care_Deodorant,Personal Care_Shampoo,Dairy_Cream"
16889,"Beverages_Water,Dairy_Cheese"
16890,"Snacks_Cookies,Household_Toilet Paper,Snacks_Chocolate,Bakery_Croissant"
16891,"Dairy_Cream,Personal Care_Lotion,Fruits_Apple"
16892,"Household_Detergent,Dairy_Cream"
16893,"Bakery_Bun,Personal Care_Soap,Personal Care_Deodorant"
16894,"Bakery_Bread,Beverages_Juice,Personal Care_Soap,Personal Care_Lotion,Bakery_Croissant"
16895,"Household_Dish Soap,Dairy_Yogurt,Fruits_Orange,Dairy_Cheese,Bakery_Bread,Snacks_Biscuits,Snacks_Chocolate"
16896,"Household_Detergent,Bakery_Bun,Snacks_Chips"
16897,"Snacks_Popcorn,Personal Care_Deodorant,Bakery_Bread"
16898,"Household_Mop,Snacks_Popcorn,Snacks_Cookies,Personal Care_Lotion,Personal Care_Soap"
16899,"Personal Care_Soap,Beverages_Water,Household_Toilet Paper,Personal Care_Lotion"
16900,"Beverages_Soda,Bakery_Donut,Bakery_Bread,Household_Mop"
16901,"Bakery_Croissant,Snacks_Chips,Beverages_Water,Bakery_Bun,Fruits_Banana"
16902,"Fruits_Grapes,Snacks_Chips"
16903,"Beverages_Tea,Personal Care_Lotion,Fruits_Orange,Dairy_Yogurt,Dairy_Butter,Beverages_Coffee,Fruits_Apple"
16904,"Beverages_Juice,Beverages_Coffee"
16905,"Dairy_Cream,Fruits_Mango,Bakery_Croissant,Personal Care_Soap,Beverages_Juice,Fruits_Banana"
16906,"Snacks_Cookies,Personal Care_Deodorant,Household_Dish Soap,Fruits_Grapes,Personal Care_Toothpaste,Snacks_Chocolate,Snacks_Chips"
16907,"Dairy_Yogurt,Household_Detergent,Bakery_Bread,Snacks_Cookies,Bakery_Donut,Snacks_Popcorn,Beverages_Tea"
16908,"Personal Care_Shampoo,Fruits_Mango,Beverages_Coffee,Fruits_Apple"
16909,"Personal Care_Toothpaste,Household_Towel,Bakery_Cake,Fruits_Mango"
16910,"Bakery_Bread,Fruits_Apple"
16911,"Personal Care_Toothpaste,Fruits_Orange,Dairy_Yogurt,Personal Care_Lotion,Snacks_Biscuits"
16912,"Bakery_Bun,Personal Care_Soap,Bakery_Cake"
16913,"Household_Detergent,Personal Care_Shampoo"
16914,"Household_Mop,Household_Toilet Paper,Personal Care_Shampoo,Personal Care_Deodorant,Household_Detergent"
16915,"Household_Dish Soap,Bakery_Bread,Dairy_Milk,Beverages_Tea,Snacks_Popcorn"
16916,"Beverages_Soda,Dairy_Milk,Dairy_Butter,Snacks_Biscuits,Dairy_Cream,Fruits_Mango,Household_Toilet Paper"
16917,"Snacks_Biscuits,Personal Care_Soap,Beverages_Juice,Snacks_Cookies,Bakery_Bread,Bakery_Croissant,Household_Mop"
16918,"Beverages_Water,Fruits_Banana,Household_Detergent,Bakery_Cake,Bakery_Bread"
16919,"Fruits_Grapes,Dairy_Milk,Beverages_Coffee,Personal Care_Shampoo,Fruits_Orange,Bakery_Donut"
16920,"Personal Care_Toothpaste,Dairy_Yogurt,Dairy_Cheese,Bakery_Donut,Personal Care_Lotion,Fruits_Apple,Beverages_Soda"
16921,"Personal Care_Lotion,Snacks_Chocolate,Dairy_Cream,Household_Mop,Bakery_Cake"
16922,"Beverages_Soda,Personal Care_Toothpaste,Beverages_Juice"
16923,"Fruits_Banana,Snacks_Popcorn,Personal Care_Soap,Household_Dish Soap,Household_Detergent,Bakery_Bread"
16924,"Beverages_Juice,Household_Toilet Paper,Beverages_Tea,Dairy_Cheese,Fruits_Grapes,Beverages_Coffee"
16925,"Dairy_Cheese,Bakery_Bread,Personal Care_Deodorant,Snacks_Biscuits"
16926,"Fruits_Orange,Snacks_Popcorn"
16927,"Household_Towel,Beverages_Soda,Fruits_Banana"
16928,"Dairy_Yogurt,Dairy_Milk"
16929,"Fruits_Grapes,Dairy_Milk,Bakery_Cake,Personal Care_Toothpaste"
16930,"Snacks_Chocolate,Personal Care_Soap,Beverages_Water"
16931,"Bakery_Bread,Snacks_Chips,Dairy_Yogurt"
16932,"Dairy_Cheese,Fruits_Banana"
16933,"Bakery_Croissant,Personal Care_Shampoo,Fruits_Apple,Personal Care_Toothpaste,Personal Care_Soap"
16934,"Dairy_Yogurt,Beverages_Tea,Beverages_Water,Beverages_Juice"
16935,"Snacks_Chips,Snacks_Popcorn,Snacks_Chocolate,Fruits_Apple,Personal Care_Toothpaste"
16936,"Dairy_Milk,Household_Dish Soap,Personal Care_Toothpaste,Beverages_Juice,Personal Care_Soap"
16937,"Snacks_Chocolate,Dairy_Yogurt,Fruits_Banana"
16938,"Fruits_Orange,Household_Detergent,Beverages_Juice,Bakery_Donut,Beverages_Soda"
16939,"Beverages_Coffee,Fruits_Banana,Personal Care_Shampoo,Fruits_Orange,Dairy_Butter"
16940,"Snacks_Popcorn,Fruits_Apple,Dairy_Yogurt"
16941,"Household_Toilet Paper,Dairy_Cream,Beverages_Tea,Bakery_Donut"
16942,"Fruits_Apple,Dairy_Butter,Personal Care_Lotion,Bakery_Donut,Household_Dish Soap"
16943,"Bakery_Croissant,Beverages_Tea,Personal Care_Toothpaste,Bakery_Cake,Household_Detergent,Personal Care_Shampoo,Household_Mop"
16944,"Household_Towel,Snacks_Biscuits,Household_Toilet Paper,Beverages_Coffee"
16945,"Dairy_Cream,Fruits_Mango,Dairy_Yogurt,Household_Towel"
16946,"Dairy_Yogurt,Personal Care_Soap,Snacks_Cookies,Beverages_Water,Personal Care_Toothpaste,Bakery_Bun"
16947,"Snacks_Chocolate,Dairy_Butter,Dairy_Yogurt,Dairy_Cream,Personal Care_Soap"
16948,"Household_Toilet Paper,Dairy_Cheese"
16949,"Household_Dish Soap,Household_Toilet Paper,Fruits_Banana,Bakery_Bread,Beverages_Tea"
16950,"Bakery_Cake,Personal Care_Deodorant,Personal Care_Toothpaste,Household_Towel,Household_Mop,Personal Care_Lotion"
16951,"Snacks_Chocolate,Fruits_Apple"
16952,"Bakery_Bun,Personal Care_Toothpaste,Household_Detergent,Household_Dish Soap"
16953,"Dairy_Cheese,Household_Mop,Beverages_Tea,Bakery_Bun,Personal Care_Soap,Bakery_Cake,Fruits_Grapes"
16954,"Personal Care_Lotion,Beverages_Tea,Household_Detergent"
16955,"Household_Toilet Paper,Personal Care_Deodorant,Personal Care_Lotion,Snacks_Biscuits,Household_Mop,Bakery_Bun,Dairy_Yogurt"
16956,"Household_Toilet Paper,Beverages_Water"
16957,"Snacks_Biscuits,Snacks_Cookies,Fruits_Orange"
16958,"Personal Care_Soap,Bakery_Donut,Beverages_Soda"
16959,"Bakery_Donut,Snacks_Biscuits,Fruits_Orange,Fruits_Banana"
16960,"Dairy_Milk,Household_Detergent,Beverages_Tea"
16961,"Fruits_Orange,Snacks_Cookies,Snacks_Chocolate,Personal Care_Deodorant,Dairy_Cream"
16962,"Dairy_Butter,Dairy_Cheese,Fruits_Mango,Dairy_Yogurt,Beverages_Coffee,Snacks_Cookies,Beverages_Juice"
16963,"Bakery_Bun,Beverages_Water,Fruits_Orange,Bakery_Cake"
16964,"Snacks_Cookies,Beverages_Tea,Household_Detergent,Personal Care_Toothpaste"
16965,"Beverages_Water,Dairy_Butter,Snacks_Chocolate,Personal Care_Toothpaste"
16966,"Household_Towel,Personal Care_Shampoo,Dairy_Butter,Beverages_Coffee,Fruits_Grapes,Bakery_Croissant"
16967,"Bakery_Cake,Fruits_Banana,Snacks_Chips,Snacks_Biscuits"
16968,"Snacks_Cookies,Fruits_Mango,Personal Care_Toothpaste,Snacks_Popcorn,Beverages_Juice"
16969,"Fruits_Banana,Beverages_Juice"
16970,"Bakery_Croissant,Household_Dish Soap,Bakery_Cake"
16971,"Snacks_Chocolate,Snacks_Cookies,Fruits_Grapes,Dairy_Milk,Household_Toilet Paper"
16972,"Snacks_Chips,Dairy_Yogurt,Household_Toilet Paper,Snacks_Chocolate,Dairy_Cheese,Beverages_Water"
16973,"Bakery_Croissant,Fruits_Banana,Beverages_Tea"
16974,"Personal Care_Shampoo,Personal Care_Lotion,Dairy_Milk"
16975,"Personal Care_Deodorant,Dairy_Butter,Snacks_Chocolate,Bakery_Donut,Beverages_Soda"
16976,"Snacks_Chocolate,Personal Care_Shampoo,Household_Dish Soap,Dairy_Cheese,Dairy_Butter"
16977,"Beverages_Coffee,Beverages_Juice,Fruits_Mango,Bakery_Croissant,Beverages_Water,Snacks_Biscuits"
16978,"Fruits_Mango,Dairy_Cream,Personal Care_Shampoo,Fruits_Banana,Bakery_Bun"
16979,"Bakery_Bun,Beverages_Soda,Household_Toilet Paper,Snacks_Popcorn,Bakery_Donut"
16980,"Bakery_Donut,Dairy_Yogurt"
16981,"Household_Toilet Paper,Personal Care_Toothpaste,Beverages_Water,Fruits_Mango,Snacks_Popcorn,Personal Care_Shampoo"
16982,"Fruits_Banana,Snacks_Biscuits"
16983,"Bakery_Donut,Household_Mop,Beverages_Water"
16984,"Fruits_Mango,Dairy_Yogurt,Fruits_Apple,Fruits_Orange,Dairy_Cheese,Bakery_Cake,Dairy_Milk"
16985,"Snacks_Chocolate,Bakery_Croissant,Snacks_Chips,Bakery_Donut,Fruits_Orange"
16986,"Bakery_Cake,Dairy_Yogurt,Snacks_Chocolate"
16987,"Fruits_Banana,Snacks_Chips,Personal Care_Shampoo,Fruits_Apple,Bakery_Bread"
16988,"Dairy_Cream,Fruits_Mango,Snacks_Cookies"
16989,"Household_Mop,Bakery_Bun,Beverages_Juice"
16990,"Dairy_Cream,Personal Care_Lotion,Beverages_Juice"
16991,"Beverages_Coffee,Beverages_Tea"
16992,"Beverages_Juice,Personal Care_Deodorant,Beverages_Coffee,Fruits_Grapes"
16993,"Snacks_Biscuits,Bakery_Croissant,Dairy_Cheese,Beverages_Juice,Fruits_Apple"
16994,"Snacks_Chocolate,Household_Dish Soap,Snacks_Cookies,Household_Mop,Personal Care_Shampoo,Beverages_Coffee,Bakery_Cake"
16995,"Bakery_Bun,Bakery_Bread,Beverages_Water,Snacks_Biscuits,Fruits_Mango"
16996,"Dairy_Butter,Household_Towel,Bakery_Croissant,Personal Care_Shampoo,Household_Dish Soap,Bakery_Bun"
16997,"Snacks_Popcorn,Beverages_Tea,Bakery_Bread,Snacks_Chocolate,Bakery_Bun,Personal Care_Lotion"
16998,"Personal Care_Shampoo,Dairy_Yogurt,Household_Toilet Paper,Beverages_Coffee,Fruits_Apple,Beverages_Water"
16999,"Dairy_Milk,Beverages_Coffee,Bakery_Croissant,Dairy_Yogurt,Fruits_Orange,Fruits_Grapes"
17000,"Household_Mop,Beverages_Soda"
17001,"Snacks_Chocolate,Snacks_Chips,Dairy_Milk,Fruits_Mango,Fruits_Orange,Dairy_Cream,Dairy_Butter"
